,C,H,O,N,C13,S,P,Na,MolForm,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,kmass,kdefect,NOSC,GFE,AI,AI_Mod,DBE,DBE_O,DBE_AI,ElComposition,bs1_class,bs2_class,bs3_class
200.001571,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,199.77824745909,0.22175254090962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.018993,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,199.79565000553,0.204349994470476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.038394,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,199.8150293422,0.184970657800392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.055448,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,199.832064299551,0.167935700449135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.056462,8,11,5,1,0,0,0,0,C8H11NO5,0.625,1.375,0.125,0,NA,199.833077167309,0.166922832690602,0.25,53.175,0,0.111111111111111,4,-1,-2,CHNO,Lignin,Lignin,Other
200.062649,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,199.83925725885,0.160742741150102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.085109,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,199.861692179813,0.138307820186753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.0928537,9,15,4,1,0,0,0,0,C9H15NO4,0.444444444444444,1.66666666666667,0.111111111111111,0,NA,199.869428232012,0.130571767987931,-0.444444444444445,72.9666666666667,0,0,3,-1,-2,CHNO,Protein,Protein,Other
200.114901,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,199.8914509138,0.108549086200071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.122164,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,199.898705803869,0.101294196130766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.1292418,10,19,3,1,0,0,0,0,C10H19NO3,0.3,1.9,0.1,0,NA,199.905775700735,0.0942242992654769,-1,88.8,0,0,2,-1,-2,CHNO,Lipid,Lipid,Other
200.130808,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,199.907340151902,0.0926598480983785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.141243,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,199.917763500087,0.0822364999125966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.149684,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,199.926195074791,0.0738049252086057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.15738,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,199.933882481369,0.066117518630989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.165595,11,23,2,1,0,0,0,0,C11H23NO2,0.181818181818182,2.09090909090909,0.0909090909090909,0,NA,199.942088308427,0.0579116915733664,-1.45454545454545,101.754545454545,0,0,1,-1,-2,CHNO,Lipid,Lipid,Other
200.168199,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,199.944689400777,0.0553105992230201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.17689,10,23,1,3,0,0,0,0,C10H23N3O,0.1,2.3,0.3,0,NA,199.953370696329,0.0466293036712671,-1.2,94.5,0,0,1,0,-3,CHNO,Other,Lipid,Other
200.20664,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,199.983087477213,0.0169125227870381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.220474,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,199.996906030045,0.00309396995501743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.237315,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.013728225234,0.986271774766067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.239856,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.016266387931,0.983733612069358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.261783,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.038168904047,0.961831095953443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.271859,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.048233653095,0.95176634690506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.301106,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.077447995633,0.922552004366565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.311338,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.087668570491,0.912331429509152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.319533,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.095854419881,0.904145580119376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.320615,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.09693521171,0.903064788290237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.325766,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.102080460057,0.897919539942876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.332908,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.109214485236,0.890785514763849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.33332,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.109626025193,0.890373974806749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.340632,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.116929860549,0.883070139451263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.345745,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.122037151327,0.877962848672752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.349569,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.125856881415,0.874143118585295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.363782,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.140054011052,0.859945988948084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.36519,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.141460438867,0.858539561133455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.383009,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.159259542012,0.840740457988062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.393398,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.169636941562,0.830363058438252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.427438,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.203638932194,0.796361067806373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.454744,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.23091444207,0.769085557929884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.480707,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.256848451552,0.743151548447656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.492295,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.268423512288,0.731576487711948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.502009,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.278126665549,0.721873334451146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.510692,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.286799970033,0.713200029966515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.53361,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.30969237959,0.690307620410039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.549886,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.325950205663,0.674049794337066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.562208,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.338258446808,0.661741553192343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.570586,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.346627091858,0.653372908141989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.58281,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.35883744243,0.641162557569601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.603209,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.379213664725,0.620786335275227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.610318,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.386314726752,0.613685273248109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.638943,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.414907763821,0.585092236178838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.645421,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.421378530428,0.578621469571516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.676301,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.452224049545,0.547775950455389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.683628,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.459542868151,0.540457131849053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.691086,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.466992540482,0.533007459518473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.73467,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.510527874198,0.489472125802251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.76552,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.541343426812,0.458656573187824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.767866,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.543686807248,0.45631319275239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.779052,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.55486031686,0.445139683139928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.780603,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.556409585,0.443590415000358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.781586,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.557391487373,0.442608512626975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.787958,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.563756372341,0.436243627659081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.801075,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.576858725782,0.423141274218466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.8054854,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.581264201089,0.418735798910518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.822175,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.597935165333,0.402064834666987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.827584,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.603338125595,0.396661874404685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.8353555,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.611100947869,0.388899052131023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.8354907,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.611235996903,0.388764003096554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.861483,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.637199273669,0.362800726330931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.87001,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.645716752345,0.354283247655303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.875225,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.650925929229,0.349074070770911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.879546,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.655242104362,0.344757895638082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.883828,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.659519323042,0.340480676957554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.8864,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.662088451124,0.337911548875724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.897026,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.672702586038,0.327297413962242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.897847,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.673522669302,0.326477330698168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.92175,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.697398978998,0.302601021001522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.9379866,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.713617449066,0.28638255093415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.94154,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.717166881308,0.282833118692338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.9863301,7,6,5,0,0,1,0,0,C7H6O5S,0.714285714285714,0.857142857142857,0,0,NA,200.761906968282,0.238093031718108,0.857142857142857,35.8714285714286,0,0.428571428571429,5,0,-1,CHOS,Tannin,Tannin,Other
200.996266,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.771831773767,0.228168226232839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.999199,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.774761498753,0.225238501246821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.0028587,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.778417112299,0.221582887700549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.011235,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.786784059248,0.213215940751951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.012042,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.787590158145,0.212409841855361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.018386,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.793927074378,0.206072925622436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.021,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.796538155562,0.203461844438209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.026435,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.801967086792,0.198032913207754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.056798,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.832296183195,0.167703816804817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.07471,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.850188182496,0.149811817504002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.0768573,9,14,5,0,0,0,0,0,C9H14O5,0.555555555555556,1.55555555555556,0,0,NA,200.852333084802,0.147666915198386,-0.444444444444445,72.9666666666667,0,0.0769230769230769,3,-2,-2,CHO,Amino Sugar,Amino Sugar,Other
201.084616,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.860083121368,0.139916878632107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.090099,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.865559999001,0.134440000998893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.093178,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.868635560962,0.13136443903781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.103974,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.879419506052,0.120580493947841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.1132414,10,18,4,0,0,0,0,0,C10H18O4,0.4,1.8,0,0,NA,200.888676557991,0.111323442009478,-1,88.8,0,0,2,-2,-2,CHO,Protein,Protein,Other
201.118323,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.893752483831,0.106247516169418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.144367,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.919767402867,0.0802325971325217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.145075,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.920474612308,0.079525387691632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.149551,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.924945614367,0.0750543856332229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.149708,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.925102439059,0.0748975609407978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.203863,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.979196969102,0.0208030308976106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.216008,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.991328407887,0.00867159211313151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.216535,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.991854819434,0.0081451805660322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.21928,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.994596754342,0.00540324565753281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.219752,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.995068227303,0.00493177269694911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.221425,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,200.996739359216,0.00326064078370791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.233817,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.009117522198,0.99088247780162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.268697,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.043958574879,0.956041425121214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.276552,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.051804803916,0.948195196084384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.280567,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.055815320731,0.944184679269256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.289991,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.065228797808,0.934771202191854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.337487,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.11267176335,0.887328236649751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.340742,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.115923128788,0.884076871211818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.344681,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.119857730466,0.880142269534417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.373213,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.148357871379,0.851642128620512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.424491,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.199578613907,0.800421386093433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.434038,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.209114953641,0.790885046358909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.446516,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.221579020595,0.778420979405183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.529571,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.30454128064,0.695458719360147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.53802,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.312980846411,0.687019153589034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.552982,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.327926139708,0.672073860291903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.554746,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.32968817001,0.670311829990055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.557242,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.332181382954,0.667818617045953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.567315,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.342243135352,0.657756864647723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.585988,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.360895284914,0.639104715086376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.623124,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.397989818524,0.60201018147572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.640603,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.415449301317,0.584550698683273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.655321,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.430150867066,0.56984913293357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.658622,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.43344818114,0.566551818859637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.689273,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.46406495596,0.535935044040087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.705527,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.480300806598,0.519699193401692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.736983,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.511721682548,0.488278317452284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.75322,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.527940552168,0.472059447831555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.771366,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.546066290183,0.45393370981725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.801117,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.57578406995,0.424215930049627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.8016405,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.576306985406,0.42369301459442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.80206,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.576726016988,0.423273983011853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.802517,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.577182506698,0.422817493302148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.809863,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.584520304089,0.415479695911358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.834781,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.609410480427,0.390589519572785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.83991,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.61453375334,0.385466246660002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.873039,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.647625761203,0.352374238797353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.883544,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.658119031226,0.341880968774205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.891337,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.665903329492,0.33409667050762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.89971,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.674266980126,0.325733019874235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.901136,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.675691387841,0.324308612158546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.953638,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.728134763639,0.271865236360782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.98342,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.757883508792,0.242116491208066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.993758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.768209965289,0.231790034711196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.005074,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.779513329742,0.220486670257884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.026061,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.80047689547,0.19952310452959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.027009,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.801423836925,0.198576163074875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.027334,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.801748474027,0.198251525972779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.037345,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.811748295655,0.188251704344822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
