,C,H,O,N,C13,S,P,Na,MolForm,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,kmass,kdefect,NOSC,GFE,AI,AI_Mod,DBE,DBE_O,DBE_AI,ElComposition,bs1_class,bs2_class,bs3_class
236.53297,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.268855172611,0.731144827389386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.536142,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.272023630727,0.727976369272909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.56852,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.304365477163,0.695634522836968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.627086,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.362866081844,0.637133918155797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.640074,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.375839579327,0.624160420672609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.656423,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.392170323888,0.60782967611209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.676477,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.412201931412,0.587798068587631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.686923,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.422636267315,0.577363732684546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.698143,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.433843738963,0.566156261036781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.709138,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.444826461848,0.555173538152019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.744493,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.480141984139,0.519858015860848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.749712,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.485355156557,0.514644843442881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.755265,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.490901956028,0.509098043972273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.76991,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.50553060329,0.494469396710116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.774236,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.50985177284,0.490148227160375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.797606,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.533195677689,0.466804322311134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.8039047,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.539487344504,0.460512655495819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.804781,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.54036266602,0.459637333980254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.822053,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.55761537995,0.442384620049722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.831854,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.567405436066,0.432594563933918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.835465,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.571012403991,0.428987596008767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.846846,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.582380695865,0.41761930413503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.852487,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.588015397074,0.411984602926026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.8658799,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.601393342442,0.398606657557792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.89063,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.626115806259,0.373884193740594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.89227,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.627753975021,0.372246024979233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.89412,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.629601909294,0.370398090705777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.898327,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.63380421172,0.366195788279555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.909531,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.644995701234,0.355004298766033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.911077,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.646539974957,0.353460025043432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.919677,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.65513037212,0.344869627880257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.924508,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.659955977782,0.340044022218024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.932387,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.66782618002,0.332173819979801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.939163,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.674594613878,0.325405386121957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.962642,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.698047397017,0.301952602983107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.965337,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.700739387756,0.299260612244183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.9659141,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.701315843361,0.298684156639212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236.971679,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.707074306222,0.292925693778045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.006701,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.742057200344,0.257942799656121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.029223,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.764554052078,0.2354459479225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.0404822,11,10,6,0,0,0,0,0,C11H10O6,0.545454545454545,0.909090909090909,0,0,NA,236.775800679954,0.224199320045813,0.181818181818182,55.1181818181818,0.2,0.5,7,1,1,CHO,Lignin,Lignin,Other
237.048946,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.784255029199,0.2157449708005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.053426,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.788730026791,0.211269973208545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.055064,7,14,5,2,0,1,0,0,C7H14N2O5S,0.714285714285714,2,0.285714285714286,0,NA,236.790366197786,0.209633802213972,0.571428571428572,44.0142857142857,0,0,2,-3,-6,CHNOS,Carbohydrate,Carbohydrate,Protein
237.058673,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.793971167944,0.206028832055608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.064807,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.800098318665,0.199901681334808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.0768463,12,14,5,0,0,0,0,0,C12H14O5,0.416666666666667,1.16666666666667,0,0,NA,236.812124175475,0.187875824524752,-0.333333333333333,69.8,0.142857142857143,0.368421052631579,6,1,1,CHO,Lignin,Lignin,Other
237.0770005,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.812278203294,0.18772179670583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.0802012,9,18,5,0,0,1,0,0,C9H18O5S,0.555555555555556,2,0,0,NA,236.815475329364,0.184524670636051,-0.666666666666667,79.3,0,0,1,-4,-5,CHOS,Other,Amino Sugar,Other
237.089867,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.825130336445,0.174869663554688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.089993,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.825256195753,0.174743804247413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.092869,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.828128984385,0.171871015614698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.097145,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.832400209766,0.167599790234476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.106511,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.841755751606,0.158244248393771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.109912,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.845152954019,0.154847045980745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.1132618,13,18,4,0,0,0,0,0,C13H18O4,0.307692307692308,1.38461538461538,0,0,NA,236.848499013603,0.151500986397366,-0.769230769230769,82.2230769230769,0.111111111111111,0.272727272727273,5,1,1,CHO,Lignin,Lignin,Other
237.125631,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.860854402043,0.139145597956571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.1495825,14,22,3,0,0,0,0,0,C14H22O3,0.214285714285714,1.57142857142857,0,0,NA,236.884779157585,0.115220842415454,-1.14285714285714,92.8714285714286,0.0909090909090909,0.2,4,1,1,CHO,Lipid,Lipid,Other
237.155222,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.890412360468,0.109587639531526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.217154,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.952275206644,0.047724793356025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.218962,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.954081187815,0.045918812184965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.233559,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.968661888674,0.0313381113255389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.236227,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.971326909562,0.0286730904381898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.257411,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,236.992487255318,0.00751274468186125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.266773,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.001838801625,0.998161198374675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.289317,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.024357628794,0.975642371206476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.290172,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.025211674093,0.974788325907099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.330385,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.065379771898,0.934620228102176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.333163,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.068154669958,0.931845330041767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.336046,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.071034450775,0.928965549225325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.345766,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.080743597336,0.919256402664189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.364625,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.099581539208,0.900418460792054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.365065,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.1000210479,0.899978952099985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.381384,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.116321825959,0.883678174041165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.388058,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.122988373711,0.877011626289203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.393848,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.128771908545,0.871228091454924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.395436,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.13035813537,0.869641864629926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.397034,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.131954351029,0.868045648970991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.414574,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.149474765708,0.850525234291695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.418701,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.153597157463,0.846402842536747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.436859,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.171734882078,0.828265117921774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.441235,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.176105995798,0.823894004202458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.453158,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.188015682469,0.811984317530772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.474422,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.209255938897,0.79074406110314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.517534,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.252319799653,0.747680200347475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.518653,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.253437550167,0.746562449832879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.538134,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.272896797509,0.727103202491492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.553518,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.288263619597,0.711736380403352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.573246,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.307969591136,0.692030408864383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.592505,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.327207086364,0.672792913635845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.633052,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.367708811222,0.632291188778282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.641817,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.376464024144,0.62353597585556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.644797,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.37944069665,0.620559303350177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.646808,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.381449451149,0.618550548850777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.650365,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.385002479371,0.614997520628748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.662598,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.397221819894,0.602778180105815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.682201,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.416802931009,0.583197068990756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.699014,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.433597157463,0.566402842536746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.702718,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.437297021544,0.56270297845623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.717166,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.451728888778,0.548271111222107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.819786,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.554234302369,0.44576569763089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.820209,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.554656830044,0.445343169956459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.822208,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.556653597942,0.443346402057728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.823123,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.557567576245,0.442432423754866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.875905,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.610290639392,0.38970936060764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.935711,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.670029859478,0.32997014052151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.9654796,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.699765219594,0.300234780406186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237.992385,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.726640576784,0.273359423216192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.012308,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.746541330584,0.253458669416005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.037646,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.771851037947,0.228148962053154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.0482765,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.782469667836,0.217530332164415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.0664577,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.800630566545,0.199369433454763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.0718725,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.806039320331,0.193960679668805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.0720818,11,13,5,1,0,0,0,0,C11H13NO5,0.454545454545455,1.18181818181818,0.0909090909090909,0,NA,237.806248386625,0.193751613375042,0,60.3,0,0.333333333333333,6,1,0,CHNO,Lignin,Lignin,Other
238.077578,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.811738449519,0.188261550481087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.085205,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.819356933143,0.180643066857414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.093869,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.828011258843,0.171988741157207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.1215544,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.855665745078,0.144334254922171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.166892,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.900952720709,0.0990472792913977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.212697,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.946706574436,0.0532934255635951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.216027,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.950032856129,0.0499671438713278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.261317,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,237.99527228491,0.00472771508992764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.27116,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.005104294128,0.994895705871642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.299855,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.033767253035,0.966232746965005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.300165,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.034076906886,0.965923093113787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.345453,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.079314337901,0.920685662099174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.392156,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.125965188914,0.874034811086204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.406667,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.140459985802,0.859540014198416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.437382,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.171140689158,0.828859310841807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.473206,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.20692468776,0.793075312240262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.481839,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.215548048075,0.784451951925178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.487885,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.221587297057,0.778412702942802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.491521,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.225219237067,0.774780762932863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.503757,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.23744157424,0.762558425759778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.51271,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.24638457724,0.753615422759566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.514729,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.248401322807,0.751598677193016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.525119,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.25877972124,0.74122027875984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.525999,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.259658738624,0.740341261375676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.572777,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.306384505892,0.693615494108371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.575343,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.308947640673,0.691052359326903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.579818,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.313417643848,0.686582356151888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.580183,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.313782236286,0.686217763714154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.582803,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.31639931077,0.683600689229536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.586753,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.320344900165,0.679655099834861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.590097,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.323685166225,0.676314833775137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.612922,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.346484679626,0.653515320374026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.634658,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.368196409014,0.631803590985811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.652643,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.386161326803,0.613838673197449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.688019,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.421497825645,0.578502174355123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.713098,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.446548822209,0.553451177790549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.7241,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.457538537278,0.542461462722059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.734876,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.4683025047,0.531697495299881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.759819,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.493217653123,0.506782346876548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.7924685,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.5258306964,0.474169303599894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.8009193,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.534272060161,0.4657279398387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.821549,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,238.554878724854,0.445121275145993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
